Date,Tres
11/1/27,183
11/2/27,182.995
11/3/27,182.99
11/4/27,182.985
11/5/27,182.98
11/6/27,182.975
11/7/27,182.97
11/8/27,182.965
11/9/27,182.96
11/10/27,182.955
11/11/27,182.95
11/12/27,182.945
11/13/27,182.94
11/14/27,182.935
11/15/27,182.93
11/16/27,182.925
11/17/27,182.92
11/18/27,182.915
11/19/27,182.91
11/20/27,182.905
11/21/27,182.9
11/22/27,182.895
11/23/27,182.89
11/24/27,182.885
11/25/27,182.88
11/26/27,182.875
11/27/27,182.87
11/28/27,182.865
11/29/27,182.86
11/30/27,182.855
12/1/27,182.85
12/2/27,182.845
12/3/27,182.84
12/4/27,182.835
12/5/27,182.83
12/6/27,182.825
12/7/27,182.82
12/8/27,182.815
12/9/27,182.81
12/10/27,182.805
12/11/27,182.8
12/12/27,182.795
12/13/27,182.79
12/14/27,182.785
12/15/27,182.78
12/16/27,182.775
12/17/27,182.77
12/18/27,182.765
12/19/27,182.76
12/20/27,182.755
12/21/27,182.75
12/22/27,182.745
12/23/27,182.74
12/24/27,182.735
12/25/27,182.73
12/26/27,182.725
12/27/27,182.72
12/28/27,182.715
12/29/27,182.71
12/30/27,182.705
12/31/27,182.7
1/1/28,182.695
1/2/28,182.69
1/3/28,182.685
1/4/28,182.68
1/5/28,182.675
1/6/28,182.67
1/7/28,182.665
1/8/28,182.66
1/9/28,182.655
1/10/28,182.65
1/11/28,182.645
1/12/28,182.64
1/13/28,182.635
1/14/28,182.63
1/15/28,182.625
1/16/28,182.62
1/17/28,182.615
1/18/28,182.61
1/19/28,182.605
1/20/28,182.6
1/21/28,182.595
1/22/28,182.59
1/23/28,182.585
1/24/28,182.58
1/25/28,182.575
1/26/28,182.57
1/27/28,182.565
1/28/28,182.56
1/29/28,182.555
1/30/28,182.55
1/31/28,182.545
2/1/28,182.54
2/2/28,182.535
2/3/28,182.53
2/4/28,182.525
2/5/28,182.52
2/6/28,182.515
2/7/28,182.51
2/8/28,182.505
2/9/28,182.5
2/10/28,182.495
2/11/28,182.49
2/12/28,182.485
2/13/28,182.48
2/14/28,182.475
2/15/28,182.47
2/16/28,182.465
2/17/28,182.46
2/18/28,182.455
2/19/28,182.45
2/20/28,182.445
2/21/28,182.44
2/22/28,182.435
2/23/28,182.43
2/24/28,182.425
2/25/28,182.42
2/26/28,182.415
2/27/28,182.41
2/28/28,182.405
2/29/28,182.4
3/1/28,182.395
3/2/28,182.39
3/3/28,182.385
3/4/28,182.38
3/5/28,182.375
3/6/28,182.37
3/7/28,182.365
3/8/28,182.36
3/9/28,182.355
3/10/28,182.35
3/11/28,182.345
3/12/28,182.34
3/13/28,182.335
3/14/28,182.33
3/15/28,182.325
3/16/28,182.32
3/17/28,182.315
3/18/28,182.31
3/19/28,182.305
3/20/28,182.3
3/21/28,182.295
3/22/28,182.29
3/23/28,182.285
3/24/28,182.28
3/25/28,182.275
3/26/28,182.27
3/27/28,182.265
3/28/28,182.26
3/29/28,182.255
3/30/28,182.25
3/31/28,182.245
4/1/28,182.24
4/2/28,182.235
4/3/28,182.23
4/4/28,182.225
4/5/28,182.22
4/6/28,182.215
4/7/28,182.21
4/8/28,182.205
4/9/28,182.2
4/10/28,182.195
4/11/28,182.19
4/12/28,182.185
4/13/28,182.18
4/14/28,182.175
4/15/28,182.17
4/16/28,182.165
4/17/28,182.16
4/18/28,182.155
4/19/28,182.15
4/20/28,182.145
4/21/28,182.14
4/22/28,182.135
4/23/28,182.13
4/24/28,182.125
4/25/28,182.12
4/26/28,182.115
4/27/28,182.11
4/28/28,182.105
4/29/28,182.1
4/30/28,182.095
5/1/28,182.09
5/2/28,182.085
5/3/28,182.08
5/4/28,182.075
5/5/28,182.07
5/6/28,182.065
5/7/28,182.06
5/8/28,182.055
5/9/28,182.05
5/10/28,182.045
5/11/28,182.04
5/12/28,182.035
5/13/28,182.03
5/14/28,182.025
5/15/28,182.02
5/16/28,182.015
5/17/28,182.01
5/18/28,182.005
5/19/28,182
5/20/28,181.995
5/21/28,181.99
5/22/28,181.985
5/23/28,181.98
5/24/28,181.975
5/25/28,181.97
5/26/28,181.965
5/27/28,181.96
5/28/28,181.955
5/29/28,181.95
5/30/28,181.945
5/31/28,181.94
6/1/28,181.935
6/2/28,181.93
6/3/28,181.925
6/4/28,181.92
6/5/28,181.915
6/6/28,181.91
6/7/28,181.905
6/8/28,181.9
6/9/28,181.895
6/10/28,181.89
6/11/28,181.885
6/12/28,181.88
6/13/28,181.875
6/14/28,181.87
6/15/28,181.865
6/16/28,181.86
6/17/28,181.855
6/18/28,181.85
6/19/28,181.845
6/20/28,181.84
6/21/28,181.835
6/22/28,181.83
6/23/28,181.825
6/24/28,181.82
6/25/28,181.815
6/26/28,181.81
6/27/28,181.805
6/28/28,181.8
6/29/28,181.795
6/30/28,181.79
7/1/28,181.785
7/2/28,181.78
7/3/28,181.775
7/4/28,181.77
7/5/28,181.765
7/6/28,181.76
7/7/28,181.755
7/8/28,181.75
7/9/28,181.745
7/10/28,181.74
7/11/28,181.735
7/12/28,181.73
7/13/28,181.725
7/14/28,181.72
7/15/28,181.715
7/16/28,181.71
7/17/28,181.705
7/18/28,181.7
7/19/28,181.695
7/20/28,181.69
7/21/28,181.685
7/22/28,181.68
7/23/28,181.675
7/24/28,181.67
7/25/28,181.665
7/26/28,181.66
7/27/28,181.655
7/28/28,181.65
7/29/28,181.645
7/30/28,181.64
7/31/28,181.635
8/1/28,181.63
8/2/28,181.625
8/3/28,181.62
8/4/28,181.615
8/5/28,181.61
8/6/28,181.605
8/7/28,181.6
8/8/28,181.595
8/9/28,181.59
8/10/28,181.585
8/11/28,181.58
8/12/28,181.575
8/13/28,181.57
8/14/28,181.565
8/15/28,181.56
8/16/28,181.555
8/17/28,181.55
8/18/28,181.545
8/19/28,181.54
8/20/28,181.535
8/21/28,181.53
8/22/28,181.525
8/23/28,181.52
8/24/28,181.515
8/25/28,181.51
8/26/28,181.505
8/27/28,181.5
8/28/28,181.495
8/29/28,181.49
8/30/28,181.485
8/31/28,181.48
9/1/28,181.475
9/2/28,181.47
9/3/28,181.465
9/4/28,181.46
9/5/28,181.455
9/6/28,181.45
9/7/28,181.445
9/8/28,181.44
9/9/28,181.435
9/10/28,181.43
9/11/28,181.425
9/12/28,181.42
9/13/28,181.415
9/14/28,181.41
9/15/28,181.405
9/16/28,181.4
9/17/28,181.395
9/18/28,181.39
9/19/28,181.385
9/20/28,181.38
9/21/28,181.375
9/22/28,181.37
9/23/28,181.365
9/24/28,181.36
9/25/28,181.355
9/26/28,181.35
9/27/28,181.345
9/28/28,181.34
9/29/28,181.335
9/30/28,181.33
10/1/28,181.325
10/2/28,181.32
10/3/28,181.315
10/4/28,181.31
10/5/28,181.305
10/6/28,181.3
10/7/28,181.295
10/8/28,181.29
10/9/28,181.285
10/10/28,181.28
10/11/28,181.275
10/12/28,181.27
10/13/28,181.265
10/14/28,181.26
10/15/28,181.255
10/16/28,181.25
10/17/28,181.245
10/18/28,181.24
10/19/28,181.235
10/20/28,181.23
10/21/28,181.225
10/22/28,181.22
10/23/28,181.215
10/24/28,181.21
10/25/28,181.205
10/26/28,181.2
10/27/28,181.195
10/28/28,181.19
10/29/28,181.185
10/30/28,181.18
10/31/28,181.175
11/1/28,181.17
11/2/28,181.165
11/3/28,181.16
11/4/28,181.155
11/5/28,181.15
11/6/28,181.145
11/7/28,181.14
11/8/28,181.135
11/9/28,181.13
11/10/28,181.125
11/11/28,181.12
11/12/28,181.115
11/13/28,181.11
11/14/28,181.105
11/15/28,181.1
11/16/28,181.095
11/17/28,181.09
11/18/28,181.085
11/19/28,181.08
11/20/28,181.075
11/21/28,181.07
11/22/28,181.065
11/23/28,181.06
11/24/28,181.055
11/25/28,181.05
11/26/28,181.045
11/27/28,181.04
11/28/28,181.035
11/29/28,181.03
11/30/28,181.025
12/1/28,181.02
12/2/28,181.015
12/3/28,181.01
12/4/28,181.005
12/5/28,181
12/6/28,180.995
12/7/28,180.99
12/8/28,180.985
12/9/28,180.98
12/10/28,180.975
12/11/28,180.97
12/12/28,180.965
12/13/28,180.96
12/14/28,180.955
12/15/28,180.95
12/16/28,180.945
12/17/28,180.94
12/18/28,180.935
12/19/28,180.93
12/20/28,180.925
12/21/28,180.92
12/22/28,180.915
12/23/28,180.91
12/24/28,180.905
12/25/28,180.9
12/26/28,180.895
12/27/28,180.89
12/28/28,180.885
12/29/28,180.88
12/30/28,180.875
12/31/28,180.87
1/1/29,180.865
1/2/29,180.86
1/3/29,180.855
1/4/29,180.85
1/5/29,180.845
1/6/29,180.84
1/7/29,180.835
1/8/29,180.83
1/9/29,180.825
1/10/29,180.82
1/11/29,180.815
1/12/29,180.81
1/13/29,180.805
1/14/29,180.8
1/15/29,180.795
1/16/29,180.79
1/17/29,180.785
1/18/29,180.78
1/19/29,180.775
1/20/29,180.77
1/21/29,180.765
1/22/29,180.76
1/23/29,180.755
1/24/29,180.75
1/25/29,180.745
1/26/29,180.74
1/27/29,180.735
1/28/29,180.73
1/29/29,180.725
1/30/29,180.72
1/31/29,180.715
2/1/29,180.71
2/2/29,180.705
2/3/29,180.7
2/4/29,180.695
2/5/29,180.69
2/6/29,180.685
2/7/29,180.68
2/8/29,180.675
2/9/29,180.67
2/10/29,180.665
2/11/29,180.66
2/12/29,180.655
2/13/29,180.65
2/14/29,180.645
2/15/29,180.64
2/16/29,180.635
2/17/29,180.63
2/18/29,180.625
2/19/29,180.62
2/20/29,180.615
2/21/29,180.61
2/22/29,180.605
2/23/29,180.6
2/24/29,180.595
2/25/29,180.59
2/26/29,180.585
2/27/29,180.58
2/28/29,180.575
3/1/29,180.57
3/2/29,180.565
3/3/29,180.56
3/4/29,180.555
3/5/29,180.55
3/6/29,180.545
3/7/29,180.54
3/8/29,180.535
3/9/29,180.53
3/10/29,180.525
3/11/29,180.52
3/12/29,180.515
3/13/29,180.51
3/14/29,180.505
3/15/29,180.5
3/16/29,180.495
3/17/29,180.49
3/18/29,180.485
3/19/29,180.48
3/20/29,180.475
3/21/29,180.47
3/22/29,180.465
3/23/29,180.46
3/24/29,180.455
3/25/29,180.45
3/26/29,180.445
3/27/29,180.44
3/28/29,180.435
3/29/29,180.43
3/30/29,180.425
3/31/29,180.42
4/1/29,180.415
4/2/29,180.41
4/3/29,180.405
4/4/29,180.4
4/5/29,180.395
4/6/29,180.39
4/7/29,180.385
4/8/29,180.38
4/9/29,180.375
4/10/29,180.37
4/11/29,180.365
4/12/29,180.36
4/13/29,180.355
4/14/29,180.35
4/15/29,180.345
4/16/29,180.34
4/17/29,180.335
4/18/29,180.33
4/19/29,180.325
4/20/29,180.32
4/21/29,180.315
4/22/29,180.31
4/23/29,180.305
4/24/29,180.3
4/25/29,180.295
4/26/29,180.29
4/27/29,180.285
4/28/29,180.28
4/29/29,180.275
4/30/29,180.27
5/1/29,180.265
5/2/29,180.26
5/3/29,180.255
5/4/29,180.25
5/5/29,180.245
5/6/29,180.24
5/7/29,180.235
5/8/29,180.23
5/9/29,180.225
5/10/29,180.22
5/11/29,180.215
5/12/29,180.21
5/13/29,180.205
5/14/29,180.2
5/15/29,180.195
5/16/29,180.19
5/17/29,180.185
5/18/29,180.18
5/19/29,180.175
5/20/29,180.17
5/21/29,180.165
5/22/29,180.16
5/23/29,180.155
5/24/29,180.15
5/25/29,180.145
5/26/29,180.14
5/27/29,180.135
5/28/29,180.13
5/29/29,180.125
5/30/29,180.12
5/31/29,180.115
6/1/29,180.11
6/2/29,180.105
6/3/29,180.1
6/4/29,180.095
6/5/29,180.09
6/6/29,180.085
6/7/29,180.08
6/8/29,180.075
6/9/29,180.07
6/10/29,180.065
6/11/29,180.06
6/12/29,180.055
6/13/29,180.05
6/14/29,180.045
6/15/29,180.04
6/16/29,180.035
6/17/29,180.03
6/18/29,180.025
6/19/29,180.02
6/20/29,180.015
6/21/29,180.01
6/22/29,180.005
6/23/29,180
6/24/29,179.995
6/25/29,179.99
6/26/29,179.985
6/27/29,179.98
6/28/29,179.975
6/29/29,179.97
6/30/29,179.965
7/1/29,179.96
7/2/29,179.955
7/3/29,179.95
7/4/29,179.945
7/5/29,179.94
7/6/29,179.935
7/7/29,179.93
7/8/29,179.925
7/9/29,179.92
7/10/29,179.915
7/11/29,179.91
7/12/29,179.905
7/13/29,179.9
7/14/29,179.895
7/15/29,179.89
7/16/29,179.885
7/17/29,179.88
7/18/29,179.875
7/19/29,179.87
7/20/29,179.865
7/21/29,179.86
7/22/29,179.855
7/23/29,179.85
7/24/29,179.845
7/25/29,179.84
7/26/29,179.835
7/27/29,179.83
7/28/29,179.825
7/29/29,179.82
7/30/29,179.815
7/31/29,179.81
8/1/29,179.805
8/2/29,179.8
8/3/29,179.795
8/4/29,179.79
8/5/29,179.785
8/6/29,179.78
8/7/29,179.775
8/8/29,179.77
8/9/29,179.765
8/10/29,179.76
8/11/29,179.755
8/12/29,179.75
8/13/29,179.745
8/14/29,179.74
8/15/29,179.735
8/16/29,179.73
8/17/29,179.725
8/18/29,179.72
8/19/29,179.715
8/20/29,179.71
8/21/29,179.705
8/22/29,179.7
8/23/29,179.695
8/24/29,179.69
8/25/29,179.685
8/26/29,179.68
8/27/29,179.675
8/28/29,179.67
8/29/29,179.665
8/30/29,179.66
8/31/29,179.655
9/1/29,179.65
9/2/29,179.645
9/3/29,179.64
9/4/29,179.635
9/5/29,179.63
9/6/29,179.625
9/7/29,179.62
9/8/29,179.615
9/9/29,179.61
9/10/29,179.605
9/11/29,179.6
9/12/29,179.595
9/13/29,179.59
9/14/29,179.585
9/15/29,179.58
9/16/29,179.575
9/17/29,179.57
9/18/29,179.565
9/19/29,179.56
9/20/29,179.555
9/21/29,179.55
9/22/29,179.545
9/23/29,179.54
9/24/29,179.535
9/25/29,179.53
9/26/29,179.525
9/27/29,179.52
9/28/29,179.515
9/29/29,179.51
9/30/29,179.505
10/1/29,179.5
10/2/29,179.495
10/3/29,179.49
10/4/29,179.485
10/5/29,179.48
10/6/29,179.475
10/7/29,179.47
10/8/29,179.465
10/9/29,179.46
10/10/29,179.455
10/11/29,179.45
10/12/29,179.445
10/13/29,179.44
10/14/29,179.435
10/15/29,179.43
10/16/29,179.425
10/17/29,179.42
10/18/29,179.415
10/19/29,179.41
10/20/29,179.405
10/21/29,179.4
10/22/29,179.395
10/23/29,179.39
10/24/29,179.385
10/25/29,179.38
10/26/29,179.375
10/27/29,179.37
10/28/29,179.365
10/29/29,179.36
10/30/29,179.355
10/31/29,179.35
11/1/29,179.345
11/2/29,179.34
11/3/29,179.335
11/4/29,179.33
11/5/29,179.325
11/6/29,179.32
11/7/29,179.315
11/8/29,179.31
11/9/29,179.305
11/10/29,179.3
11/11/29,179.295
11/12/29,179.29
11/13/29,179.285
11/14/29,179.28
11/15/29,179.275
11/16/29,179.27
11/17/29,179.265
11/18/29,179.26
11/19/29,179.255
11/20/29,179.25
11/21/29,179.245
11/22/29,179.24
11/23/29,179.235
11/24/29,179.23
11/25/29,179.225
11/26/29,179.22
11/27/29,179.215
11/28/29,179.21
11/29/29,179.205
11/30/29,179.2
12/1/29,179.195
12/2/29,179.19
12/3/29,179.185
12/4/29,179.18
12/5/29,179.175
12/6/29,179.17
12/7/29,179.165
12/8/29,179.16
12/9/29,179.155
12/10/29,179.15
12/11/29,179.145
12/12/29,179.14
12/13/29,179.135
12/14/29,179.13
12/15/29,179.125
12/16/29,179.12
12/17/29,179.115
12/18/29,179.11
12/19/29,179.105
12/20/29,179.1
12/21/29,179.095
12/22/29,179.09
12/23/29,179.085
12/24/29,179.08
12/25/29,179.075
12/26/29,179.07
12/27/29,179.065
12/28/29,179.06
12/29/29,179.055
12/30/29,179.05
12/31/29,179.045
1/1/30,179.04
1/2/30,179.035
1/3/30,179.03
1/4/30,179.025
1/5/30,179.02
1/6/30,179.015
1/7/30,179.01
1/8/30,179.005
1/9/30,179
1/10/30,178.995
1/11/30,178.99
1/12/30,178.985
1/13/30,178.98
1/14/30,178.975
1/15/30,178.97
1/16/30,178.965
1/17/30,178.96
1/18/30,178.955
1/19/30,178.95
1/20/30,178.945
1/21/30,178.94
1/22/30,178.935
1/23/30,178.93
1/24/30,178.925
1/25/30,178.92
1/26/30,178.915
1/27/30,178.91
1/28/30,178.905
1/29/30,178.9
1/30/30,178.895
1/31/30,178.89
2/1/30,178.885
2/2/30,178.88
2/3/30,178.875
2/4/30,178.87
2/5/30,178.865
2/6/30,178.86
2/7/30,178.855
2/8/30,178.85
2/9/30,178.845
2/10/30,178.84
2/11/30,178.835
2/12/30,178.83
2/13/30,178.825
2/14/30,178.82
2/15/30,178.815
2/16/30,178.81
2/17/30,178.805
2/18/30,178.8
2/19/30,178.795
2/20/30,178.79
2/21/30,178.785
2/22/30,178.78
2/23/30,178.775
2/24/30,178.77
2/25/30,178.765
2/26/30,178.76
2/27/30,178.755
2/28/30,178.75
3/1/30,178.745
3/2/30,178.74
3/3/30,178.735
3/4/30,178.73
3/5/30,178.725
3/6/30,178.72
3/7/30,178.715
3/8/30,178.71
3/9/30,178.705
3/10/30,178.7
3/11/30,178.695
3/12/30,178.69
3/13/30,178.685
3/14/30,178.68
3/15/30,178.675
3/16/30,178.67
3/17/30,178.665
3/18/30,178.66
3/19/30,178.655
3/20/30,178.65
3/21/30,178.645
3/22/30,178.64
3/23/30,178.635
3/24/30,178.63
3/25/30,178.625
3/26/30,178.62
3/27/30,178.615
3/28/30,178.61
3/29/30,178.605
3/30/30,178.6
3/31/30,178.595
4/1/30,178.59
4/2/30,178.585
4/3/30,178.58
4/4/30,178.575
4/5/30,178.57
4/6/30,178.565
4/7/30,178.56
4/8/30,178.555
4/9/30,178.55
4/10/30,178.545
4/11/30,178.54
4/12/30,178.535
4/13/30,178.53
4/14/30,178.525
4/15/30,178.52
4/16/30,178.515
4/17/30,178.51
4/18/30,178.505
4/19/30,178.5
4/20/30,178.495
4/21/30,178.49
4/22/30,178.485
4/23/30,178.48
4/24/30,178.475
4/25/30,178.47
4/26/30,178.465
4/27/30,178.46
4/28/30,178.455
4/29/30,178.45
4/30/30,178.445
5/1/30,178.44
5/2/30,178.435
5/3/30,178.43
5/4/30,178.425
5/5/30,178.42
5/6/30,178.415
5/7/30,178.41
5/8/30,178.405
5/9/30,178.4
5/10/30,178.395
5/11/30,178.39
5/12/30,178.385
5/13/30,178.38
5/14/30,178.375
5/15/30,178.37
5/16/30,178.365
5/17/30,178.36
5/18/30,178.355
5/19/30,178.35
5/20/30,178.345
5/21/30,178.34
5/22/30,178.335
5/23/30,178.33
5/24/30,178.325
5/25/30,178.32
5/26/30,178.315
5/27/30,178.31
5/28/30,178.305
5/29/30,178.3
5/30/30,178.295
5/31/30,178.29
6/1/30,178.285
6/2/30,178.28
6/3/30,178.275
6/4/30,178.27
6/5/30,178.265
6/6/30,178.26
6/7/30,178.255
6/8/30,178.25
6/9/30,178.245
6/10/30,178.24
6/11/30,178.235
6/12/30,178.23
6/13/30,178.225
6/14/30,178.22
6/15/30,178.215
6/16/30,178.21
6/17/30,178.205
6/18/30,178.2
6/19/30,178.195
6/20/30,178.19
6/21/30,178.185
6/22/30,178.18
6/23/30,178.175
6/24/30,178.17
6/25/30,178.165
6/26/30,178.16
6/27/30,178.155
6/28/30,178.15
6/29/30,178.145
6/30/30,178.14
7/1/30,178.135
7/2/30,178.13
7/3/30,178.125
7/4/30,178.12
7/5/30,178.115
7/6/30,178.11
7/7/30,178.105
7/8/30,178.1
7/9/30,178.095
7/10/30,178.09
7/11/30,178.085
7/12/30,178.08
7/13/30,178.075
7/14/30,178.07
7/15/30,178.065
7/16/30,178.06
7/17/30,178.055
7/18/30,178.05
7/19/30,178.045
7/20/30,178.04
7/21/30,178.035
7/22/30,178.03
7/23/30,178.025
7/24/30,178.02
7/25/30,178.015
7/26/30,178.01
7/27/30,178.005
7/28/30,178
7/29/30,177.995
7/30/30,177.99
7/31/30,177.985
8/1/30,177.98
8/2/30,177.975
8/3/30,177.97
8/4/30,177.965
8/5/30,177.96
8/6/30,177.955
8/7/30,177.95
8/8/30,177.945
8/9/30,177.94
8/10/30,177.935
8/11/30,177.93
8/12/30,177.925
8/13/30,177.92
8/14/30,177.915
8/15/30,177.91
8/16/30,177.905
8/17/30,177.9
8/18/30,177.895
8/19/30,177.89
8/20/30,177.885
8/21/30,177.88
8/22/30,177.875
8/23/30,177.87
8/24/30,177.865
8/25/30,177.86
8/26/30,177.855
8/27/30,177.85
8/28/30,177.845
8/29/30,177.84
8/30/30,177.835
8/31/30,177.83
9/1/30,177.825
9/2/30,177.82
9/3/30,177.815
9/4/30,177.81
9/5/30,177.805
9/6/30,177.8
9/7/30,177.795
9/8/30,177.79
9/9/30,177.785
9/10/30,177.78
9/11/30,177.775
9/12/30,177.77
9/13/30,177.765
9/14/30,177.76
9/15/30,177.755
9/16/30,177.75
9/17/30,177.745
9/18/30,177.74
9/19/30,177.735
9/20/30,177.73
9/21/30,177.725
9/22/30,177.72
9/23/30,177.715
9/24/30,177.71
9/25/30,177.705
9/26/30,177.7
9/27/30,177.695
9/28/30,177.69
9/29/30,177.685
9/30/30,177.68
10/1/30,177.675
10/2/30,177.67
10/3/30,177.665
10/4/30,177.66
10/5/30,177.655
10/6/30,177.65
10/7/30,177.645
10/8/30,177.64
10/9/30,177.635
10/10/30,177.63
10/11/30,177.625
10/12/30,177.62
10/13/30,177.615
10/14/30,177.61
10/15/30,177.605
10/16/30,177.6
10/17/30,177.595
10/18/30,177.59
10/19/30,177.585
10/20/30,177.58
10/21/30,177.575
10/22/30,177.57
10/23/30,177.565
10/24/30,177.56
10/25/30,177.555
10/26/30,177.55
10/27/30,177.545
10/28/30,177.54
10/29/30,177.535
10/30/30,177.53
10/31/30,177.525
11/1/30,177.52
11/2/30,177.515
11/3/30,177.51
11/4/30,177.505
11/5/30,177.5
11/6/30,177.495
11/7/30,177.49
11/8/30,177.485
11/9/30,177.48
11/10/30,177.475
11/11/30,177.47
11/12/30,177.465
11/13/30,177.46
11/14/30,177.455
11/15/30,177.45
11/16/30,177.445
11/17/30,177.44
11/18/30,177.435
11/19/30,177.43
11/20/30,177.425
11/21/30,177.42
11/22/30,177.415
11/23/30,177.41
11/24/30,177.405
11/25/30,177.4
11/26/30,177.395
11/27/30,177.39
11/28/30,177.385
11/29/30,177.38
11/30/30,177.375
12/1/30,177.37
12/2/30,177.365
12/3/30,177.36
12/4/30,177.355
12/5/30,177.35
12/6/30,177.345
12/7/30,177.34
12/8/30,177.335
12/9/30,177.33
12/10/30,177.325
12/11/30,177.32
12/12/30,177.315
12/13/30,177.31
12/14/30,177.305
12/15/30,177.3
12/16/30,177.295
12/17/30,177.29
12/18/30,177.285
12/19/30,177.28
12/20/30,177.275
12/21/30,177.27
12/22/30,177.265
12/23/30,177.26
12/24/30,177.255
12/25/30,177.25
12/26/30,177.245
12/27/30,177.24
12/28/30,177.235
12/29/30,177.23
12/30/30,177.225
12/31/30,177.22
1/1/31,177.215
1/2/31,177.21
1/3/31,177.205
1/4/31,177.2
1/5/31,177.195
1/6/31,177.19
1/7/31,177.185
1/8/31,177.18
1/9/31,177.175
1/10/31,177.17
1/11/31,177.165
1/12/31,177.16
1/13/31,177.155
1/14/31,177.15
1/15/31,177.145
1/16/31,177.14
1/17/31,177.135
1/18/31,177.13
1/19/31,177.125
1/20/31,177.12
1/21/31,177.115
1/22/31,177.11
1/23/31,177.105
1/24/31,177.1
1/25/31,177.095
1/26/31,177.09
1/27/31,177.085
1/28/31,177.08
1/29/31,177.075
1/30/31,177.07
1/31/31,177.065
2/1/31,177.06
2/2/31,177.055
2/3/31,177.05
2/4/31,177.045
2/5/31,177.04
2/6/31,177.035
2/7/31,177.03
2/8/31,177.025
2/9/31,177.02
2/10/31,177.015
2/11/31,177.01
2/12/31,177.005
2/13/31,177
2/14/31,176.995
2/15/31,176.99
2/16/31,176.985
2/17/31,176.98
2/18/31,176.975
2/19/31,176.97
2/20/31,176.965
2/21/31,176.96
2/22/31,176.955
2/23/31,176.95
2/24/31,176.945
2/25/31,176.94
2/26/31,176.935
2/27/31,176.93
2/28/31,176.925
3/1/31,176.92
3/2/31,176.915
3/3/31,176.91
3/4/31,176.905
3/5/31,176.9
3/6/31,176.895
3/7/31,176.89
3/8/31,176.885
3/9/31,176.88
3/10/31,176.875
3/11/31,176.87
3/12/31,176.865
3/13/31,176.86
3/14/31,176.855
3/15/31,176.85
3/16/31,176.845
3/17/31,176.84
3/18/31,176.835
3/19/31,176.83
3/20/31,176.825
3/21/31,176.82
3/22/31,176.815
3/23/31,176.81
3/24/31,176.805
3/25/31,176.8
3/26/31,176.795
3/27/31,176.79
3/28/31,176.785
3/29/31,176.78
3/30/31,176.775
3/31/31,176.77
4/1/31,176.765
4/2/31,176.76
4/3/31,176.755
4/4/31,176.75
4/5/31,176.745
4/6/31,176.74
4/7/31,176.735
4/8/31,176.73
4/9/31,176.725
4/10/31,176.72
4/11/31,176.715
4/12/31,176.71
4/13/31,176.705
4/14/31,176.7
4/15/31,176.695
4/16/31,176.69
4/17/31,176.685
4/18/31,176.68
4/19/31,176.675
4/20/31,176.67
4/21/31,176.665
4/22/31,176.66
4/23/31,176.655
4/24/31,176.65
4/25/31,176.645
4/26/31,176.64
4/27/31,176.635
4/28/31,176.63
4/29/31,176.625
4/30/31,176.62
5/1/31,176.615
5/2/31,176.61
5/3/31,176.605
5/4/31,176.6
5/5/31,176.595
5/6/31,176.59
5/7/31,176.585
5/8/31,176.58
5/9/31,176.575
5/10/31,176.57
5/11/31,176.565
5/12/31,176.56
5/13/31,176.555
5/14/31,176.55
5/15/31,176.545
5/16/31,176.54
5/17/31,176.535
5/18/31,176.53
5/19/31,176.525
5/20/31,176.52
5/21/31,176.515
5/22/31,176.51
5/23/31,176.505
5/24/31,176.5
5/25/31,176.495
5/26/31,176.49
5/27/31,176.485
5/28/31,176.48
5/29/31,176.475
5/30/31,176.47
5/31/31,176.465
6/1/31,176.46
6/2/31,176.455
6/3/31,176.45
6/4/31,176.445
6/5/31,176.44
6/6/31,176.435
6/7/31,176.43
6/8/31,176.425
6/9/31,176.42
6/10/31,176.415
6/11/31,176.41
6/12/31,176.405
6/13/31,176.4
6/14/31,176.395
6/15/31,176.39
6/16/31,176.385
6/17/31,176.38
6/18/31,176.375
6/19/31,176.37
6/20/31,176.365
6/21/31,176.36
6/22/31,176.355
6/23/31,176.35
6/24/31,176.345
6/25/31,176.34
6/26/31,176.335
6/27/31,176.33
6/28/31,176.325
6/29/31,176.32
6/30/31,176.315
7/1/31,176.31
7/2/31,176.305
7/3/31,176.3
7/4/31,176.295
7/5/31,176.29
7/6/31,176.285
7/7/31,176.28
7/8/31,176.275
7/9/31,176.27
7/10/31,176.265
7/11/31,176.26
7/12/31,176.255
7/13/31,176.25
7/14/31,176.245
7/15/31,176.24
7/16/31,176.235
7/17/31,176.23
7/18/31,176.225
7/19/31,176.22
7/20/31,176.215
7/21/31,176.21
7/22/31,176.205
7/23/31,176.2
7/24/31,176.195
7/25/31,176.19
7/26/31,176.185
7/27/31,176.18
7/28/31,176.175
7/29/31,176.17
7/30/31,176.165
7/31/31,176.16
8/1/31,176.155
8/2/31,176.15
8/3/31,176.145
8/4/31,176.14
8/5/31,176.135
8/6/31,176.13
8/7/31,176.125
8/8/31,176.12
8/9/31,176.115
8/10/31,176.11
8/11/31,176.105
8/12/31,176.1
8/13/31,176.095
8/14/31,176.09
8/15/31,176.085
8/16/31,176.08
8/17/31,176.075
8/18/31,176.07
8/19/31,176.065
8/20/31,176.06
8/21/31,176.055
8/22/31,176.05
8/23/31,176.045
8/24/31,176.04
8/25/31,176.035
8/26/31,176.03
8/27/31,176.025
8/28/31,176.02
8/29/31,176.015
8/30/31,176.01
8/31/31,176.005
