Date,Tres_deg_C,m_kg_per_sec
9/10/31,175.955,80
9/11/31,175.95,80
9/12/31,175.945,80
9/13/31,175.94,80
9/14/31,175.935,80
9/15/31,175.93,80
9/16/31,175.925,80
9/17/31,175.92,80
9/18/31,175.915,80
9/19/31,175.91,80
9/20/31,175.905,80
9/21/31,175.9,80
9/22/31,175.895,80
9/23/31,175.89,80
9/24/31,175.885,80
9/25/31,175.88,80
9/26/31,175.875,80
9/27/31,175.87,80
9/28/31,175.865,80
9/29/31,175.86,80
9/30/31,175.855,80
10/1/31,175.85,80
10/2/31,175.845,80
10/3/31,175.84,80
10/4/31,175.835,80
10/5/31,175.83,80
10/6/31,175.825,80
10/7/31,175.82,80
10/8/31,175.815,80
10/9/31,175.81,80
10/10/31,175.805,80
10/11/31,175.8,80
10/12/31,175.795,80
10/13/31,175.79,80
10/14/31,175.785,80
10/15/31,175.78,80
10/16/31,175.775,80
10/17/31,175.77,80
10/18/31,175.765,80
10/19/31,175.76,80
10/20/31,175.755,80
10/21/31,175.75,80
10/22/31,175.745,80
10/23/31,175.74,80
10/24/31,175.735,80
10/25/31,175.73,80
10/26/31,175.725,80
10/27/31,175.72,80
10/28/31,175.715,80
10/29/31,175.71,80
10/30/31,175.705,80
10/31/31,175.7,80
11/1/31,175.695,80
11/2/31,175.69,80
11/3/31,175.685,80
11/4/31,175.68,80
11/5/31,175.675,80
11/6/31,175.67,80
11/7/31,175.665,80
11/8/31,175.66,80
11/9/31,175.655,80
11/10/31,175.65,80
11/11/31,175.645,80
11/12/31,175.64,80
11/13/31,175.635,80
11/14/31,175.63,80
11/15/31,175.625,80
11/16/31,175.62,80
11/17/31,175.615,80
11/18/31,175.61,80
11/19/31,175.605,80
11/20/31,175.6,80
11/21/31,175.595,80
11/22/31,175.59,80
11/23/31,175.585,80
11/24/31,175.58,80
11/25/31,175.575,80
11/26/31,175.57,80
11/27/31,175.565,80
11/28/31,175.56,80
11/29/31,175.555,80
11/30/31,175.55,80
12/1/31,175.545,80
12/2/31,175.54,80
12/3/31,175.535,80
12/4/31,175.53,80
12/5/31,175.525,80
12/6/31,175.52,80
12/7/31,175.515,80
12/8/31,175.51,80
12/9/31,175.505,80
12/10/31,175.5,80
12/11/31,175.495,80
12/12/31,175.49,80
12/13/31,175.485,80
12/14/31,175.48,80
12/15/31,175.475,80
12/16/31,175.47,80
12/17/31,175.465,80
12/18/31,175.46,80
12/19/31,175.455,80
12/20/31,175.45,80
12/21/31,175.445,80
12/22/31,175.44,80
12/23/31,175.435,80
12/24/31,175.43,80
12/25/31,175.425,80
12/26/31,175.42,80
12/27/31,175.415,80
12/28/31,175.41,80
12/29/31,175.405,80
12/30/31,175.4,80
12/31/31,175.395,80
1/1/32,175.39,80
1/2/32,175.385,80
1/3/32,175.38,80
1/4/32,175.375,80
1/5/32,175.37,80
1/6/32,175.365,80
1/7/32,175.36,80
1/8/32,175.355,80
1/9/32,175.35,80
1/10/32,175.345,80
1/11/32,175.34,80
1/12/32,175.335,80
1/13/32,175.33,80
1/14/32,175.325,80
1/15/32,175.32,80
1/16/32,175.315,80
1/17/32,175.31,80
1/18/32,175.305,80
1/19/32,175.3,80
1/20/32,175.295,80
1/21/32,175.29,80
1/22/32,175.285,80
1/23/32,175.28,80
1/24/32,175.275,80
1/25/32,175.27,80
1/26/32,175.265,80
1/27/32,175.26,80
1/28/32,175.255,80
1/29/32,175.25,80
1/30/32,175.245,80
1/31/32,175.24,80
2/1/32,175.235,80
2/2/32,175.23,80
2/3/32,175.225,80
2/4/32,175.22,80
2/5/32,175.215,80
2/6/32,175.21,80
2/7/32,175.205,80
2/8/32,175.2,80
2/9/32,175.195,80
2/10/32,175.19,80
2/11/32,175.185,80
2/12/32,175.18,80
2/13/32,175.175,80
2/14/32,175.17,80
2/15/32,175.165,80
2/16/32,175.16,80
2/17/32,175.155,80
2/18/32,175.15,80
2/19/32,175.145,80
2/20/32,175.14,80
2/21/32,175.135,80
2/22/32,175.13,80
2/23/32,175.125,80
2/24/32,175.12,80
2/25/32,175.115,80
2/26/32,175.11,80
2/27/32,175.105,80
2/28/32,175.1,80
2/29/32,175.095,80
3/1/32,175.09,80
3/2/32,175.085,80
3/3/32,175.08,80
3/4/32,175.075,80
3/5/32,175.07,80
3/6/32,175.065,80
3/7/32,175.06,80
3/8/32,175.055,80
3/9/32,175.05,80
3/10/32,175.045,80
3/11/32,175.04,80
3/12/32,175.035,80
3/13/32,175.03,80
3/14/32,175.025,80
3/15/32,175.02,80
3/16/32,175.015,80
3/17/32,175.01,80
3/18/32,175.005,80
3/19/32,175,80
3/20/32,174.995,80
3/21/32,174.99,80
3/22/32,174.985,80
3/23/32,174.98,80
3/24/32,174.975,80
3/25/32,174.97,80
3/26/32,174.965,80
3/27/32,174.96,80
3/28/32,174.955,80
3/29/32,174.95,80
3/30/32,174.945,80
3/31/32,174.94,80
4/1/32,174.935,80
4/2/32,174.93,80
4/3/32,174.925,80
4/4/32,174.92,80
4/5/32,174.915,80
4/6/32,174.91,80
4/7/32,174.905,80
4/8/32,174.9,80
4/9/32,174.895,80
4/10/32,174.89,80
4/11/32,174.885,80
4/12/32,174.88,80
4/13/32,174.875,80
4/14/32,174.87,80
4/15/32,174.865,80
4/16/32,174.86,80
4/17/32,174.855,80
4/18/32,174.85,80
4/19/32,174.845,80
4/20/32,174.84,80
4/21/32,174.835,80
4/22/32,174.83,80
4/23/32,174.825,80
4/24/32,174.82,80
4/25/32,174.815,80
4/26/32,174.81,80
4/27/32,174.805,80
4/28/32,174.8,80
4/29/32,174.795,80
4/30/32,174.79,80
5/1/32,174.785,80
5/2/32,174.78,80
5/3/32,174.775,80
5/4/32,174.77,80
5/5/32,174.765,80
5/6/32,174.76,80
5/7/32,174.755,80
5/8/32,174.75,80
5/9/32,174.745,80
5/10/32,174.74,80
5/11/32,174.735,80
5/12/32,174.73,80
5/13/32,174.725,80
5/14/32,174.72,80
5/15/32,174.715,80
5/16/32,174.71,80
5/17/32,174.705,80
5/18/32,174.7,80
5/19/32,174.695,80
5/20/32,174.69,80
5/21/32,174.685,80
5/22/32,174.68,80
5/23/32,174.675,80
5/24/32,174.67,80
5/25/32,174.665,80
5/26/32,174.66,80
5/27/32,174.655,80
5/28/32,174.65,80
5/29/32,174.645,80
5/30/32,174.64,80
5/31/32,174.635,80
6/1/32,174.63,80
6/2/32,174.625,80
6/3/32,174.62,80
6/4/32,174.615,80
6/5/32,174.61,80
6/6/32,174.605,80
6/7/32,174.6,80
6/8/32,174.595,80
6/9/32,174.59,80
6/10/32,174.585,80
6/11/32,174.58,80
6/12/32,174.575,80
6/13/32,174.57,80
6/14/32,174.565,80
6/15/32,174.56,80
6/16/32,174.555,80
6/17/32,174.55,80
6/18/32,174.545,80
6/19/32,174.54,80
6/20/32,174.535,80
6/21/32,174.53,80
6/22/32,174.525,80
6/23/32,174.52,80
6/24/32,174.515,80
6/25/32,174.51,80
6/26/32,174.505,80
6/27/32,174.5,80
6/28/32,174.495,80
6/29/32,174.49,80
6/30/32,174.485,80
7/1/32,174.48,80
7/2/32,174.475,80
7/3/32,174.47,80
7/4/32,174.465,80
7/5/32,174.46,80
7/6/32,174.455,80
7/7/32,174.45,80
7/8/32,174.445,80
7/9/32,174.44,80
7/10/32,174.435,80
7/11/32,174.43,80
7/12/32,174.425,80
7/13/32,174.42,80
7/14/32,174.415,80
7/15/32,174.41,80
7/16/32,174.405,80
7/17/32,174.4,80
7/18/32,174.395,80
7/19/32,174.39,80
7/20/32,174.385,80
7/21/32,174.38,80
7/22/32,174.375,80
7/23/32,174.37,80
7/24/32,174.365,80
7/25/32,174.36,80
7/26/32,174.355,80
7/27/32,174.35,80
7/28/32,174.345,80
7/29/32,174.34,80
7/30/32,174.335,80
7/31/32,174.33,80
8/1/32,174.325,80
8/2/32,174.32,80
8/3/32,174.315,80
8/4/32,174.31,80
8/5/32,174.305,80
8/6/32,174.3,80
8/7/32,174.295,80
8/8/32,174.29,80
8/9/32,174.285,80
8/10/32,174.28,80
8/11/32,174.275,80
8/12/32,174.27,80
8/13/32,174.265,80
8/14/32,174.26,80
8/15/32,174.255,80
8/16/32,174.25,80
8/17/32,174.245,80
8/18/32,174.24,80
8/19/32,174.235,80
8/20/32,174.23,80
8/21/32,174.225,80
8/22/32,174.22,80
8/23/32,174.215,80
8/24/32,174.21,80
8/25/32,174.205,80
8/26/32,174.2,80
8/27/32,174.195,80
8/28/32,174.19,80
8/29/32,174.185,80
8/30/32,174.18,80
8/31/32,174.175,80
9/1/32,174.17,80
9/2/32,174.165,80
9/3/32,174.16,80
9/4/32,174.155,80
9/5/32,174.15,80
9/6/32,174.145,80
9/7/32,174.14,80
9/8/32,174.135,80
9/9/32,174.13,80
9/10/32,174.125,80
9/11/32,174.12,80
9/12/32,174.115,80
9/13/32,174.11,80
9/14/32,174.105,80
9/15/32,174.1,80
9/16/32,174.095,80
9/17/32,174.09,80
9/18/32,174.085,80
9/19/32,174.08,80
9/20/32,174.075,80
9/21/32,174.07,80
9/22/32,174.065,80
9/23/32,174.06,80
9/24/32,174.055,80
9/25/32,174.05,80
9/26/32,174.045,80
9/27/32,174.04,80
9/28/32,174.035,80
9/29/32,174.03,80
9/30/32,174.025,80
10/1/32,174.02,80
10/2/32,174.015,80
10/3/32,174.01,80
10/4/32,174.005,80
10/5/32,174,80
10/6/32,173.995,80
10/7/32,173.99,80
10/8/32,173.985,80
10/9/32,173.98,80
10/10/32,173.975,80
10/11/32,173.97,80
10/12/32,173.965,80
10/13/32,173.96,80
10/14/32,173.955,80
10/15/32,173.95,80
10/16/32,173.945,80
10/17/32,173.94,80
10/18/32,173.935,80
10/19/32,173.93,80
10/20/32,173.925,80
10/21/32,173.92,80
10/22/32,173.915,80
10/23/32,173.91,80
10/24/32,173.905,80
10/25/32,173.9,80
10/26/32,173.895,80
10/27/32,173.89,80
10/28/32,173.885,80
10/29/32,173.88,80
10/30/32,173.875,80
10/31/32,173.87,80
11/1/32,173.865,80
11/2/32,173.86,80
11/3/32,173.855,80
11/4/32,173.85,80
11/5/32,173.845,80
11/6/32,173.84,80
11/7/32,173.835,80
11/8/32,173.83,80
11/9/32,173.825,80
11/10/32,173.82,80
11/11/32,173.815,80
11/12/32,173.81,80
11/13/32,173.805,80
11/14/32,173.8,80
11/15/32,173.795,80
11/16/32,173.79,80
11/17/32,173.785,80
11/18/32,173.78,80
11/19/32,173.775,80
11/20/32,173.77,80
11/21/32,173.765,80
11/22/32,173.76,80
11/23/32,173.755,80
11/24/32,173.75,80
11/25/32,173.745,80
11/26/32,173.74,80
11/27/32,173.735,80
11/28/32,173.73,80
11/29/32,173.725,80
11/30/32,173.72,80
12/1/32,173.715,80
12/2/32,173.71,80
12/3/32,173.705,80
12/4/32,173.7,80
12/5/32,173.695,80
12/6/32,173.69,80
12/7/32,173.685,80
12/8/32,173.68,80
12/9/32,173.675,80
12/10/32,173.67,80
12/11/32,173.665,80
12/12/32,173.66,80
12/13/32,173.655,80
12/14/32,173.65,80
12/15/32,173.645,80
12/16/32,173.64,80
12/17/32,173.635,80
12/18/32,173.63,80
12/19/32,173.625,80
12/20/32,173.62,80
12/21/32,173.615,80
12/22/32,173.61,80
12/23/32,173.605,80
12/24/32,173.6,80
12/25/32,173.595,80
12/26/32,173.59,80
12/27/32,173.585,80
12/28/32,173.58,80
12/29/32,173.575,80
12/30/32,173.57,80
12/31/32,173.565,80
1/1/33,173.56,80
1/2/33,173.555,80
1/3/33,173.55,80
1/4/33,173.545,80
1/5/33,173.54,80
1/6/33,173.535,80
1/7/33,173.53,80
1/8/33,173.525,80
1/9/33,173.52,80
1/10/33,173.515,80
1/11/33,173.51,80
1/12/33,173.505,80
1/13/33,173.5,80
1/14/33,173.495,80
1/15/33,173.49,80
1/16/33,173.485,80
1/17/33,173.48,80
1/18/33,173.475,80
1/19/33,173.47,80
1/20/33,173.465,80
1/21/33,173.46,80
1/22/33,173.455,80
1/23/33,173.45,80
1/24/33,173.445,80
1/25/33,173.44,80
1/26/33,173.435,80
1/27/33,173.43,80
1/28/33,173.425,80
1/29/33,173.42,80
1/30/33,173.415,80
1/31/33,173.41,80
2/1/33,173.405,80
2/2/33,173.4,80
2/3/33,173.395,80
2/4/33,173.39,80
2/5/33,173.385,80
2/6/33,173.38,80
2/7/33,173.375,80
2/8/33,173.37,80
2/9/33,173.365,80
2/10/33,173.36,80
2/11/33,173.355,80
2/12/33,173.35,80
2/13/33,173.345,80
2/14/33,173.34,80
2/15/33,173.335,80
2/16/33,173.33,80
2/17/33,173.325,80
2/18/33,173.32,80
2/19/33,173.315,80
2/20/33,173.31,80
2/21/33,173.305,80
2/22/33,173.3,80
2/23/33,173.295,80
2/24/33,173.29,80
2/25/33,173.285,80
2/26/33,173.28,80
2/27/33,173.275,80
2/28/33,173.27,80
3/1/33,173.265,80
3/2/33,173.26,80
3/3/33,173.255,80
3/4/33,173.25,80
3/5/33,173.245,80
3/6/33,173.24,80
3/7/33,173.235,80
3/8/33,173.23,80
3/9/33,173.225,80
3/10/33,173.22,80
3/11/33,173.215,80
3/12/33,173.21,80
3/13/33,173.205,80
3/14/33,173.2,80
3/15/33,173.195,80
3/16/33,173.19,80
3/17/33,173.185,80
3/18/33,173.18,80
3/19/33,173.175,80
3/20/33,173.17,80
3/21/33,173.165,80
3/22/33,173.16,80
3/23/33,173.155,80
3/24/33,173.15,80
3/25/33,173.145,80
3/26/33,173.14,80
3/27/33,173.135,80
3/28/33,173.13,80
3/29/33,173.125,80
3/30/33,173.12,80
3/31/33,173.115,80
4/1/33,173.11,80
4/2/33,173.105,80
4/3/33,173.1,80
4/4/33,173.095,80
4/5/33,173.09,80
4/6/33,173.085,80
4/7/33,173.08,80
4/8/33,173.075,80
4/9/33,173.07,80
4/10/33,173.065,80
4/11/33,173.06,80
4/12/33,173.055,80
4/13/33,173.05,80
4/14/33,173.045,80
4/15/33,173.04,80
4/16/33,173.035,80
4/17/33,173.03,80
4/18/33,173.025,80
4/19/33,173.02,80
4/20/33,173.015,80
4/21/33,173.01,80
4/22/33,173.005,80
4/23/33,173,80
4/24/33,172.995,80
4/25/33,172.99,80
4/26/33,172.985,80
4/27/33,172.98,80
4/28/33,172.975,80
4/29/33,172.97,80
4/30/33,172.965,80
5/1/33,172.96,80
5/2/33,172.955,80
5/3/33,172.95,80
5/4/33,172.945,80
5/5/33,172.94,80
5/6/33,172.935,80
5/7/33,172.93,80
5/8/33,172.925,80
5/9/33,172.92,80
5/10/33,172.915,80
5/11/33,172.91,80
5/12/33,172.905,80
5/13/33,172.9,80
5/14/33,172.895,80
5/15/33,172.89,80
5/16/33,172.885,80
5/17/33,172.88,80
5/18/33,172.875,80
5/19/33,172.87,80
5/20/33,172.865,80
5/21/33,172.86,80
5/22/33,172.855,80
5/23/33,172.85,80
5/24/33,172.845,80
5/25/33,172.84,80
5/26/33,172.835,80
5/27/33,172.83,80
5/28/33,172.825,80
5/29/33,172.82,80
5/30/33,172.815,80
5/31/33,172.81,80
6/1/33,172.805,80
6/2/33,172.8,80
6/3/33,172.795,80
6/4/33,172.79,80
6/5/33,172.785,80
6/6/33,172.78,80
6/7/33,172.775,80
6/8/33,172.77,80
6/9/33,172.765,80
6/10/33,172.76,80
6/11/33,172.755,80
6/12/33,172.75,80
6/13/33,172.745,80
6/14/33,172.74,80
6/15/33,172.735,80
6/16/33,172.73,80
6/17/33,172.725,80
6/18/33,172.72,80
6/19/33,172.715,80
6/20/33,172.71,80
6/21/33,172.705,80
6/22/33,172.7,80
6/23/33,172.695,80
6/24/33,172.69,80
6/25/33,172.685,80
6/26/33,172.68,80
6/27/33,172.675,80
6/28/33,172.67,80
6/29/33,172.665,80
6/30/33,172.66,80
7/1/33,172.655,80
7/2/33,172.65,80
7/3/33,172.645,80
7/4/33,172.64,80
7/5/33,172.635,80
7/6/33,172.63,80
7/7/33,172.625,80
7/8/33,172.62,80
7/9/33,172.615,80
7/10/33,172.61,80
7/11/33,172.605,80
7/12/33,172.6,80
7/13/33,172.595,80
7/14/33,172.59,80
7/15/33,172.585,80
7/16/33,172.58,80
7/17/33,172.575,80
7/18/33,172.57,80
7/19/33,172.565,80
7/20/33,172.56,80
7/21/33,172.555,80
7/22/33,172.55,80
7/23/33,172.545,80
7/24/33,172.54,80
7/25/33,172.535,80
7/26/33,172.53,80
7/27/33,172.525,80
7/28/33,172.52,80
7/29/33,172.515,80
7/30/33,172.51,80
7/31/33,172.505,80
8/1/33,172.5,80
8/2/33,172.495,80
8/3/33,172.49,80
8/4/33,172.485,80
8/5/33,172.48,80
8/6/33,172.475,80
8/7/33,172.47,80
8/8/33,172.465,80
8/9/33,172.46,80
8/10/33,172.455,80
8/11/33,172.45,80
8/12/33,172.445,80
8/13/33,172.44,80
8/14/33,172.435,80
8/15/33,172.43,80
8/16/33,172.425,80
8/17/33,172.42,80
8/18/33,172.415,80
8/19/33,172.41,80
8/20/33,172.405,80
8/21/33,172.4,80
8/22/33,172.395,80
8/23/33,172.39,80
8/24/33,172.385,80
8/25/33,172.38,80
8/26/33,172.375,80
8/27/33,172.37,80
8/28/33,172.365,80
8/29/33,172.36,80
8/30/33,172.355,80
8/31/33,172.35,80
9/1/33,172.345,80
9/2/33,172.34,80
9/3/33,172.335,80
9/4/33,172.33,80
9/5/33,172.325,80
9/6/33,172.32,80
9/7/33,172.315,80
9/8/33,172.31,80
9/9/33,172.305,80
9/10/33,172.3,80
9/11/33,172.295,80
9/12/33,172.29,80
9/13/33,172.285,80
9/14/33,172.28,80
9/15/33,172.275,80
9/16/33,172.27,80
9/17/33,172.265,80
9/18/33,172.26,80
9/19/33,172.255,80
9/20/33,172.25,80
9/21/33,172.245,80
9/22/33,172.24,80
9/23/33,172.235,80
9/24/33,172.23,80
9/25/33,172.225,80
9/26/33,172.22,80
9/27/33,172.215,80
9/28/33,172.21,80
9/29/33,172.205,80
9/30/33,172.2,80
10/1/33,172.195,80
10/2/33,172.19,80
10/3/33,172.185,80
10/4/33,172.18,80
10/5/33,172.175,80
10/6/33,172.17,80
10/7/33,172.165,80
10/8/33,172.16,80
10/9/33,172.155,80
10/10/33,172.15,80
10/11/33,172.145,80
10/12/33,172.14,80
10/13/33,172.135,80
10/14/33,172.13,80
10/15/33,172.125,80
10/16/33,172.12,80
10/17/33,172.115,80
10/18/33,172.11,80
10/19/33,172.105,80
10/20/33,172.1,80
10/21/33,172.095,80
10/22/33,172.09,80
10/23/33,172.085,80
10/24/33,172.08,80
10/25/33,172.075,80
10/26/33,172.07,80
10/27/33,172.065,80
10/28/33,172.06,80
10/29/33,172.055,80
10/30/33,172.05,80
10/31/33,172.045,80
11/1/33,172.04,80
11/2/33,172.035,80
11/3/33,172.03,80
11/4/33,172.025,80
11/5/33,172.02,80
11/6/33,172.015,80
11/7/33,172.01,80
11/8/33,172.005,80
11/9/33,172,80
11/10/33,171.995,80
11/11/33,171.99,80
11/12/33,171.985,80
11/13/33,171.98,80
11/14/33,171.975,80
11/15/33,171.97,80
11/16/33,171.965,80
11/17/33,171.96,80
11/18/33,171.955,80
11/19/33,171.95,80
11/20/33,171.945,80
11/21/33,171.94,80
11/22/33,171.935,80
11/23/33,171.93,80
11/24/33,171.925,80
11/25/33,171.92,80
11/26/33,171.915,80
11/27/33,171.91,80
11/28/33,171.905,80
11/29/33,171.9,80
11/30/33,171.895,80
12/1/33,171.89,80
12/2/33,171.885,80
12/3/33,171.88,80
12/4/33,171.875,80
12/5/33,171.87,80
12/6/33,171.865,80
12/7/33,171.86,80
12/8/33,171.855,80
12/9/33,171.85,80
12/10/33,171.845,80
12/11/33,171.84,80
12/12/33,171.835,80
12/13/33,171.83,80
12/14/33,171.825,80
12/15/33,171.82,80
12/16/33,171.815,80
12/17/33,171.81,80
12/18/33,171.805,80
12/19/33,171.8,80
12/20/33,171.795,80
12/21/33,171.79,80
12/22/33,171.785,80
12/23/33,171.78,80
12/24/33,171.775,80
12/25/33,171.77,80
12/26/33,171.765,80
12/27/33,171.76,80
12/28/33,171.755,80
12/29/33,171.75,80
12/30/33,171.745,80
12/31/33,171.74,80
1/1/34,171.735,80
1/2/34,171.73,80
1/3/34,171.725,80
1/4/34,171.72,80
1/5/34,171.715,80
1/6/34,171.71,80
1/7/34,171.705,80
1/8/34,171.7,80
1/9/34,171.695,80
1/10/34,171.69,80
1/11/34,171.685,80
1/12/34,171.68,80
1/13/34,171.675,80
1/14/34,171.67,80
1/15/34,171.665,80
1/16/34,171.66,80
1/17/34,171.655,80
1/18/34,171.65,80
1/19/34,171.645,80
1/20/34,171.64,80
1/21/34,171.635,80
1/22/34,171.63,80
1/23/34,171.625,80
1/24/34,171.62,80
1/25/34,171.615,80
1/26/34,171.61,80
1/27/34,171.605,80
1/28/34,171.6,80
1/29/34,171.595,80
1/30/34,171.59,80
1/31/34,171.585,80
2/1/34,171.58,80
2/2/34,171.575,80
2/3/34,171.57,80
2/4/34,171.565,80
2/5/34,171.56,80
2/6/34,171.555,80
2/7/34,171.55,80
2/8/34,171.545,80
2/9/34,171.54,80
2/10/34,171.535,80
2/11/34,171.53,80
2/12/34,171.525,80
2/13/34,171.52,80
2/14/34,171.515,80
2/15/34,171.51,80
2/16/34,171.505,80
2/17/34,171.5,80
2/18/34,171.495,80
2/19/34,171.49,80
2/20/34,171.485,80
2/21/34,171.48,80
2/22/34,171.475,80
2/23/34,171.47,80
2/24/34,171.465,80
2/25/34,171.46,80
2/26/34,171.455,80
2/27/34,171.45,80
2/28/34,171.445,80
3/1/34,171.44,80
3/2/34,171.435,80
3/3/34,171.43,80
3/4/34,171.425,80
3/5/34,171.42,80
3/6/34,171.415,80
3/7/34,171.41,80
3/8/34,171.405,80
3/9/34,171.4,80
3/10/34,171.395,80
3/11/34,171.39,80
3/12/34,171.385,80
3/13/34,171.38,80
3/14/34,171.375,80
3/15/34,171.37,80
3/16/34,171.365,80
3/17/34,171.36,80
3/18/34,171.355,80
3/19/34,171.35,80
3/20/34,171.345,80
3/21/34,171.34,80
3/22/34,171.335,80
3/23/34,171.33,80
3/24/34,171.325,80
3/25/34,171.32,80
3/26/34,171.315,80
3/27/34,171.31,80
3/28/34,171.305,80
3/29/34,171.3,80
3/30/34,171.295,80
3/31/34,171.29,80
4/1/34,171.285,80
4/2/34,171.28,80
4/3/34,171.275,80
4/4/34,171.27,80
4/5/34,171.265,80
4/6/34,171.26,80
4/7/34,171.255,80
4/8/34,171.25,80
4/9/34,171.245,80
4/10/34,171.24,80
4/11/34,171.235,80
4/12/34,171.23,80
4/13/34,171.225,80
4/14/34,171.22,80
4/15/34,171.215,80
4/16/34,171.21,80
4/17/34,171.205,80
4/18/34,171.2,80
4/19/34,171.195,80
4/20/34,171.19,80
4/21/34,171.185,80
4/22/34,171.18,80
4/23/34,171.175,80
4/24/34,171.17,80
4/25/34,171.165,80
4/26/34,171.16,80
4/27/34,171.155,80
4/28/34,171.15,80
4/29/34,171.145,80
4/30/34,171.14,80
5/1/34,171.135,80
5/2/34,171.13,80
5/3/34,171.125,80
5/4/34,171.12,80
5/5/34,171.115,80
5/6/34,171.11,80
5/7/34,171.105,80
5/8/34,171.1,80
5/9/34,171.095,80
5/10/34,171.09,80
5/11/34,171.085,80
5/12/34,171.08,80
5/13/34,171.075,80
5/14/34,171.07,80
5/15/34,171.065,80
5/16/34,171.06,80
5/17/34,171.055,80
5/18/34,171.05,80
5/19/34,171.045,80
5/20/34,171.04,80
5/21/34,171.035,80
5/22/34,171.03,80
5/23/34,171.025,80
5/24/34,171.02,80
5/25/34,171.015,80
5/26/34,171.01,80
5/27/34,171.005,80
5/28/34,171,80
5/29/34,170.995,80
5/30/34,170.99,80
5/31/34,170.985,80
6/1/34,170.98,80
6/2/34,170.975,80
6/3/34,170.97,80
6/4/34,170.965,80
6/5/34,170.96,80
6/6/34,170.955,80
6/7/34,170.95,80
6/8/34,170.945,80
6/9/34,170.94,80
6/10/34,170.935,80
6/11/34,170.93,80
6/12/34,170.925,80
6/13/34,170.92,80
6/14/34,170.915,80
6/15/34,170.91,80
6/16/34,170.905,80
6/17/34,170.9,80
6/18/34,170.895,80
6/19/34,170.89,80
6/20/34,170.885,80
6/21/34,170.88,80
6/22/34,170.875,80
6/23/34,170.87,80
6/24/34,170.865,80
6/25/34,170.86,80
6/26/34,170.855,80
6/27/34,170.85,80
6/28/34,170.845,80
6/29/34,170.84,80
6/30/34,170.835,80
7/1/34,170.83,80
7/2/34,170.825,80
7/3/34,170.82,80
7/4/34,170.815,80
7/5/34,170.81,80
7/6/34,170.805,80
7/7/34,170.8,80
7/8/34,170.795,80
7/9/34,170.79,80
7/10/34,170.785,80
7/11/34,170.78,80
7/12/34,170.775,80
7/13/34,170.77,80
7/14/34,170.765,80
7/15/34,170.76,80
7/16/34,170.755,80
7/17/34,170.75,80
7/18/34,170.745,80
7/19/34,170.74,80
7/20/34,170.735,80
7/21/34,170.73,80
7/22/34,170.725,80
7/23/34,170.72,80
7/24/34,170.715,80
7/25/34,170.71,80
7/26/34,170.705,80
7/27/34,170.7,80
7/28/34,170.695,80
7/29/34,170.69,80
7/30/34,170.685,80
7/31/34,170.68,80
8/1/34,170.675,80
8/2/34,170.67,80
8/3/34,170.665,80
8/4/34,170.66,80
8/5/34,170.655,80
8/6/34,170.65,80
8/7/34,170.645,80
8/8/34,170.64,80
8/9/34,170.635,80
8/10/34,170.63,80
8/11/34,170.625,80
8/12/34,170.62,80
8/13/34,170.615,80
8/14/34,170.61,80
8/15/34,170.605,80
8/16/34,170.6,80
8/17/34,170.595,80
8/18/34,170.59,80
8/19/34,170.585,80
8/20/34,170.58,80
8/21/34,170.575,80
8/22/34,170.57,80
8/23/34,170.565,80
8/24/34,170.56,80
8/25/34,170.555,80
8/26/34,170.55,80
8/27/34,170.545,80
8/28/34,170.54,80
8/29/34,170.535,80
8/30/34,170.53,80
8/31/34,170.525,80
9/1/34,170.52,80
9/2/34,170.515,80
9/3/34,170.51,80
9/4/34,170.505,80
9/5/34,170.5,80
9/6/34,170.495,80
9/7/34,170.49,80
9/8/34,170.485,80
9/9/34,170.48,80
9/10/34,170.475,80
9/11/34,170.47,80
9/12/34,170.465,80
9/13/34,170.46,80
9/14/34,170.455,80
9/15/34,170.45,80
9/16/34,170.445,80
9/17/34,170.44,80
9/18/34,170.435,80
9/19/34,170.43,80
9/20/34,170.425,80
9/21/34,170.42,80
9/22/34,170.415,80
9/23/34,170.41,80
9/24/34,170.405,80
9/25/34,170.4,80
9/26/34,170.395,80
9/27/34,170.39,80
9/28/34,170.385,80
9/29/34,170.38,80
9/30/34,170.375,80
10/1/34,170.37,80
10/2/34,170.365,80
10/3/34,170.36,80
10/4/34,170.355,80
10/5/34,170.35,80
10/6/34,170.345,80
10/7/34,170.34,80
10/8/34,170.335,80
10/9/34,170.33,80
10/10/34,170.325,80
10/11/34,170.32,80
10/12/34,170.315,80
10/13/34,170.31,80
10/14/34,170.305,80
10/15/34,170.3,80
10/16/34,170.295,80
10/17/34,170.29,80
10/18/34,170.285,80
10/19/34,170.28,80
10/20/34,170.275,80
10/21/34,170.27,80
10/22/34,170.265,80
10/23/34,170.26,80
10/24/34,170.255,80
10/25/34,170.25,80
10/26/34,170.245,80
10/27/34,170.24,80
10/28/34,170.235,100
10/29/34,170.22,100
10/30/34,170.205,100
10/31/34,170.19,100
11/1/34,170.175,100
11/2/34,170.16,100
11/3/34,170.145,100
11/4/34,170.13,100
11/5/34,170.115,100
11/6/34,170.1,100
11/7/34,170.085,100
11/8/34,170.07,100
11/9/34,170.055,100
11/10/34,170.04,100
11/11/34,170.025,100
11/12/34,170.01,100
11/13/34,169.995,100
11/14/34,169.98,100
11/15/34,169.965,100
11/16/34,169.95,100
11/17/34,169.935,100
